# t [h]	V [V]	i [A]
7.7583e-01	2.0895e+00	-1.5100e-04
7.7722e-01	2.0892e+00	-1.5200e-04
7.7861e-01	2.0889e+00	-1.5100e-04
7.8000e-01	2.0886e+00	-1.5100e-04
7.8139e-01	2.0879e+00	-1.5200e-04
7.8278e-01	2.0873e+00	-1.5200e-04
7.8417e-01	2.0870e+00	-1.5200e-04
7.8556e-01	2.0867e+00	-1.5100e-04
7.8694e-01	2.0861e+00	-1.5200e-04
7.8833e-01	2.0858e+00	-1.5100e-04
7.8972e-01	2.0851e+00	-1.5200e-04
7.9111e-01	2.0848e+00	-1.5200e-04
7.9250e-01	2.0842e+00	-1.5200e-04
7.9389e-01	2.0842e+00	-1.5200e-04
7.9528e-01	2.0836e+00	-1.5200e-04
7.9667e-01	2.0830e+00	-1.5100e-04
7.9806e-01	2.0827e+00	-1.5200e-04
7.9944e-01	2.0824e+00	-1.5200e-04
8.0083e-01	2.0817e+00	-1.5200e-04
8.0222e-01	2.0811e+00	-1.5200e-04
8.0361e-01	2.0811e+00	-1.5100e-04
8.0500e-01	2.0805e+00	-1.5200e-04
8.0639e-01	2.0796e+00	-1.5100e-04
8.0778e-01	2.0793e+00	-1.5200e-04
8.0917e-01	2.0789e+00	-1.5200e-04
8.1056e-01	2.0783e+00	-1.5100e-04
8.1194e-01	2.0780e+00	-1.5200e-04
8.1333e-01	2.0777e+00	-1.5100e-04
8.1472e-01	2.0771e+00	-1.5100e-04
8.1611e-01	2.0768e+00	-1.5200e-04
8.1750e-01	2.0765e+00	-1.5100e-04
8.1889e-01	2.0758e+00	-1.5200e-04
8.2028e-01	2.0755e+00	-1.5100e-04
8.2167e-01	2.0749e+00	-1.5200e-04
8.2306e-01	2.0746e+00	-1.5200e-04
8.2444e-01	2.0743e+00	-1.5200e-04
8.2583e-01	2.0740e+00	-1.5100e-04
8.2722e-01	2.0734e+00	-1.5200e-04
8.2861e-01	2.0731e+00	-1.5200e-04
8.3000e-01	2.0724e+00	-1.5200e-04
8.3139e-01	2.0721e+00	-1.5200e-04
8.3278e-01	2.0715e+00	-1.5200e-04
8.3417e-01	2.0712e+00	-1.5200e-04
8.3556e-01	2.0709e+00	-1.5200e-04
8.3694e-01	2.0703e+00	-1.5200e-04
8.3833e-01	2.0700e+00	-1.5200e-04
8.3972e-01	2.0696e+00	-1.5200e-04
8.4111e-01	2.0690e+00	-1.5100e-04
8.4250e-01	2.0687e+00	-1.5200e-04
8.4389e-01	2.0684e+00	-1.5200e-04
8.4528e-01	2.0678e+00	-1.5200e-04
8.4667e-01	2.0675e+00	-1.5200e-04
8.4806e-01	2.0669e+00	-1.5200e-04
8.4944e-01	2.0665e+00	-1.5200e-04
8.5083e-01	2.0659e+00	-1.5100e-04
8.5222e-01	2.0656e+00	-1.5200e-04
8.5361e-01	2.0653e+00	-1.5200e-04
8.5500e-01	2.0650e+00	-1.5100e-04
8.5639e-01	2.0647e+00	-1.5200e-04
8.5778e-01	2.0641e+00	-1.5200e-04
8.5917e-01	2.0634e+00	-1.5200e-04
8.6056e-01	2.0634e+00	-1.5200e-04
8.6194e-01	2.0628e+00	-1.5200e-04
8.6333e-01	2.0622e+00	-1.5200e-04
8.6472e-01	2.0619e+00	-1.5200e-04
8.6611e-01	2.0616e+00	-1.5100e-04
8.6750e-01	2.0610e+00	-1.5100e-04
8.6889e-01	2.0607e+00	-1.5200e-04
8.7028e-01	2.0603e+00	-1.5100e-04
8.7167e-01	2.0600e+00	-1.5200e-04
8.7306e-01	2.0594e+00	-1.5100e-04
8.7444e-01	2.0588e+00	-1.5200e-04
8.7583e-01	2.0585e+00	-1.5100e-04
8.7722e-01	2.0579e+00	-1.5200e-04
8.7861e-01	2.0576e+00	-1.5200e-04
8.8000e-01	2.0569e+00	-1.5200e-04
8.8139e-01	2.0566e+00	-1.5200e-04
8.8278e-01	2.0563e+00	-1.5100e-04
8.8417e-01	2.0557e+00	-1.5200e-04
8.8556e-01	2.0557e+00	-1.5100e-04
8.8694e-01	2.0551e+00	-1.5200e-04
8.8833e-01	2.0548e+00	-1.5200e-04
8.8972e-01	2.0545e+00	-1.5200e-04
8.9111e-01	2.0538e+00	-1.5100e-04
8.9250e-01	2.0535e+00	-1.5200e-04
8.9389e-01	2.0529e+00	-1.5200e-04
8.9528e-01	2.0526e+00	-1.5100e-04
8.9667e-01	2.0523e+00	-1.5200e-04
8.9806e-01	2.0517e+00	-1.5200e-04
8.9944e-01	2.0514e+00	-1.5100e-04
9.0083e-01	2.0510e+00	-1.5200e-04
9.0222e-01	2.0507e+00	-1.5200e-04
9.0361e-01	2.0501e+00	-1.5200e-04
9.0500e-01	2.0498e+00	-1.5200e-04
9.0639e-01	2.0495e+00	-1.5100e-04
9.0778e-01	2.0489e+00	-1.5100e-04
9.0917e-01	2.0486e+00	-1.5200e-04
9.1056e-01	2.0483e+00	-1.5200e-04
9.1194e-01	2.0476e+00	-1.5200e-04
9.1333e-01	2.0473e+00	-1.5200e-04
9.1472e-01	2.0470e+00	-1.5100e-04
9.1611e-01	2.0464e+00	-1.5200e-04
9.1750e-01	2.0461e+00	-1.5200e-04
9.1889e-01	2.0458e+00	-1.5200e-04
9.2028e-01	2.0455e+00	-1.5100e-04
9.2167e-01	2.0448e+00	-1.5100e-04
9.2306e-01	2.0445e+00	-1.5200e-04
9.2444e-01	2.0442e+00	-1.5200e-04
9.2583e-01	2.0436e+00	-1.5200e-04
9.2722e-01	2.0433e+00	-1.5100e-04
9.2861e-01	2.0430e+00	-1.5200e-04
9.3000e-01	2.0424e+00	-1.5100e-04
9.3139e-01	2.0421e+00	-1.5100e-04
9.3278e-01	2.0417e+00	-1.5200e-04
9.3417e-01	2.0414e+00	-1.5200e-04
9.3556e-01	2.0408e+00	-1.5100e-04
9.3694e-01	2.0405e+00	-1.5200e-04
9.3833e-01	2.0402e+00	-1.5200e-04
9.3972e-01	2.0396e+00	-1.5200e-04
9.4111e-01	2.0393e+00	-1.5100e-04
9.4250e-01	2.0386e+00	-1.5100e-04
9.4389e-01	2.0380e+00	-1.5200e-04
9.4528e-01	2.0377e+00	-1.5200e-04
9.4667e-01	2.0374e+00	-1.5200e-04
9.4806e-01	2.0371e+00	-1.5100e-04
9.4944e-01	2.0368e+00	-1.5100e-04
9.5083e-01	2.0362e+00	-1.5200e-04
9.5222e-01	2.0359e+00	-1.5200e-04
9.5361e-01	2.0355e+00	-1.5100e-04
9.5500e-01	2.0349e+00	-1.5100e-04
9.5639e-01	2.0346e+00	-1.5100e-04
9.5778e-01	2.0343e+00	-1.5100e-04
9.5917e-01	2.0337e+00	-1.5100e-04
9.6056e-01	2.0334e+00	-1.5200e-04
9.6194e-01	2.0331e+00	-1.5200e-04
9.6333e-01	2.0328e+00	-1.5100e-04
9.6472e-01	2.0324e+00	-1.5200e-04
9.6611e-01	2.0318e+00	-1.5200e-04
9.6750e-01	2.0315e+00	-1.5200e-04
9.6889e-01	2.0312e+00	-1.5200e-04
9.7028e-01	2.0306e+00	-1.5200e-04
9.7167e-01	2.0303e+00	-1.5100e-04
9.7306e-01	2.0300e+00	-1.5100e-04
9.7444e-01	2.0293e+00	-1.5200e-04
9.7583e-01	2.0290e+00	-1.5200e-04
9.7722e-01	2.0287e+00	-1.5200e-04
9.7861e-01	2.0284e+00	-1.5200e-04
9.8000e-01	2.0281e+00	-1.5200e-04
9.8139e-01	2.0275e+00	-1.5200e-04
9.8278e-01	2.0272e+00	-1.5200e-04
9.8417e-01	2.0269e+00	-1.5200e-04
9.8556e-01	2.0262e+00	-1.5100e-04
9.8694e-01	2.0259e+00	-1.5100e-04
9.8833e-01	2.0256e+00	-1.5100e-04
9.8972e-01	2.0253e+00	-1.5200e-04
9.9111e-01	2.0250e+00	-1.5200e-04
9.9250e-01	2.0244e+00	-1.5200e-04
9.9389e-01	2.0241e+00	-1.5100e-04
9.9528e-01	2.0238e+00	-1.5100e-04
9.9667e-01	2.0231e+00	-1.5200e-04
9.9806e-01	2.0231e+00	-1.5200e-04
9.9944e-01	2.0225e+00	-1.5200e-04
1.0008e+00	2.0222e+00	-1.5200e-04
1.0022e+00	2.0219e+00	-1.5200e-04
1.0036e+00	2.0213e+00	-1.5200e-04
1.0050e+00	2.0210e+00	-1.5200e-04
1.0064e+00	2.0207e+00	-1.5200e-04
1.0078e+00	2.0200e+00	-1.5200e-04
1.0092e+00	2.0200e+00	-1.5200e-04
1.0106e+00	2.0194e+00	-1.5200e-04
1.0119e+00	2.0191e+00	-1.5200e-04
1.0133e+00	2.0188e+00	-1.5200e-04
1.0147e+00	2.0179e+00	-1.5100e-04
1.0161e+00	2.0176e+00	-1.5200e-04
1.0175e+00	2.0172e+00	-1.5100e-04
1.0189e+00	2.0166e+00	-1.5200e-04
1.0203e+00	2.0163e+00	-1.5200e-04
1.0217e+00	2.0160e+00	-1.5200e-04
1.0231e+00	2.0157e+00	-1.5200e-04
1.0244e+00	2.0154e+00	-1.5200e-04
1.0258e+00	2.0148e+00	-1.5200e-04
1.0272e+00	2.0145e+00	-1.5200e-04
1.0286e+00	2.0141e+00	-1.5100e-04
1.0300e+00	2.0138e+00	-1.5100e-04
1.0314e+00	2.0135e+00	-1.5100e-04
1.0328e+00	2.0129e+00	-1.5200e-04
1.0342e+00	2.0126e+00	-1.5200e-04
1.0356e+00	2.0123e+00	-1.5100e-04
1.0369e+00	2.0117e+00	-1.5200e-04
1.0383e+00	2.0117e+00	-1.5100e-04
1.0397e+00	2.0110e+00	-1.5200e-04
1.0411e+00	2.0107e+00	-1.5200e-04
1.0425e+00	2.0104e+00	-1.5100e-04
1.0439e+00	2.0101e+00	-1.5200e-04
1.0453e+00	2.0098e+00	-1.5100e-04
1.0467e+00	2.0092e+00	-1.5200e-04
1.0481e+00	2.0089e+00	-1.5200e-04
1.0494e+00	2.0086e+00	-1.5200e-04
1.0508e+00	2.0079e+00	-1.5100e-04
1.0522e+00	2.0076e+00	-1.5200e-04
1.0536e+00	2.0073e+00	-1.5200e-04
1.0550e+00	2.0070e+00	-1.5200e-04
1.0564e+00	2.0067e+00	-1.5200e-04
1.0578e+00	2.0061e+00	-1.5200e-04
1.0592e+00	2.0061e+00	-1.5200e-04
1.0606e+00	2.0055e+00	-1.5200e-04
1.0619e+00	2.0052e+00	-1.5200e-04
1.0633e+00	2.0048e+00	-1.5100e-04
1.0647e+00	2.0042e+00	-1.5100e-04
1.0661e+00	2.0039e+00	-1.5100e-04
1.0675e+00	2.0036e+00	-1.5100e-04
1.0689e+00	2.0033e+00	-1.5100e-04
1.0703e+00	2.0030e+00	-1.5200e-04
1.0717e+00	2.0027e+00	-1.5100e-04
1.0731e+00	2.0024e+00	-1.5200e-04
1.0744e+00	2.0017e+00	-1.5200e-04
1.0758e+00	2.0014e+00	-1.5200e-04
1.0772e+00	2.0011e+00	-1.5200e-04
1.0786e+00	2.0005e+00	-1.5200e-04
1.0800e+00	2.0002e+00	-1.5200e-04
1.0814e+00	1.9999e+00	-1.5200e-04
1.0828e+00	1.9996e+00	-1.5200e-04
1.0842e+00	1.9993e+00	-1.5100e-04
1.0856e+00	1.9990e+00	-1.5100e-04
1.0869e+00	1.9986e+00	-1.5200e-04
1.0883e+00	1.9980e+00	-1.5100e-04
1.0897e+00	1.9974e+00	-1.5200e-04
1.0911e+00	1.9971e+00	-1.5200e-04
1.0925e+00	1.9965e+00	-1.5200e-04
1.0939e+00	1.9965e+00	-1.5200e-04
1.0953e+00	1.9959e+00	-1.5200e-04
1.0967e+00	1.9955e+00	-1.5200e-04
1.0981e+00	1.9952e+00	-1.5200e-04
1.0994e+00	1.9949e+00	-1.5200e-04
1.1008e+00	1.9946e+00	-1.5200e-04
1.1022e+00	1.9940e+00	-1.5200e-04
1.1036e+00	1.9940e+00	-1.5100e-04
1.1050e+00	1.9934e+00	-1.5100e-04
1.1064e+00	1.9931e+00	-1.5200e-04
1.1078e+00	1.9928e+00	-1.5100e-04
1.1092e+00	1.9924e+00	-1.5200e-04
1.1106e+00	1.9918e+00	-1.5100e-04
1.1119e+00	1.9915e+00	-1.5100e-04
1.1133e+00	1.9912e+00	-1.5200e-04
1.1147e+00	1.9909e+00	-1.5100e-04
1.1161e+00	1.9906e+00	-1.5100e-04
1.1175e+00	1.9903e+00	-1.5200e-04
1.1189e+00	1.9900e+00	-1.5200e-04
1.1203e+00	1.9893e+00	-1.5200e-04
1.1217e+00	1.9890e+00	-1.5200e-04
1.1231e+00	1.9887e+00	-1.5100e-04
1.1244e+00	1.9884e+00	-1.5200e-04
1.1258e+00	1.9878e+00	-1.5200e-04
1.1272e+00	1.9875e+00	-1.5100e-04
1.1286e+00	1.9872e+00	-1.5200e-04
1.1300e+00	1.9869e+00	-1.5200e-04
1.1314e+00	1.9866e+00	-1.5200e-04
1.1328e+00	1.9862e+00	-1.5200e-04
1.1342e+00	1.9859e+00	-1.5200e-04
1.1356e+00	1.9853e+00	-1.5100e-04
1.1369e+00	1.9853e+00	-1.5100e-04
1.1383e+00	1.9847e+00	-1.5100e-04
1.1397e+00	1.9844e+00	-1.5100e-04
1.1411e+00	1.9841e+00	-1.5200e-04
1.1425e+00	1.9838e+00	-1.5100e-04
1.1439e+00	1.9835e+00	-1.5200e-04
1.1453e+00	1.9831e+00	-1.5200e-04
1.1467e+00	1.9828e+00	-1.5200e-04
1.1481e+00	1.9822e+00	-1.5200e-04
1.1494e+00	1.9819e+00	-1.5200e-04
1.1508e+00	1.9816e+00	-1.5100e-04
1.1522e+00	1.9813e+00	-1.5200e-04
1.1536e+00	1.9810e+00	-1.5200e-04
1.1550e+00	1.9804e+00	-1.5200e-04
1.1564e+00	1.9800e+00	-1.5200e-04
1.1578e+00	1.9797e+00	-1.5100e-04
1.1592e+00	1.9794e+00	-1.5200e-04
1.1606e+00	1.9791e+00	-1.5200e-04
1.1619e+00	1.9788e+00	-1.5200e-04
1.1633e+00	1.9785e+00	-1.5100e-04
1.1647e+00	1.9782e+00	-1.5200e-04
1.1661e+00	1.9776e+00	-1.5100e-04
1.1675e+00	1.9773e+00	-1.5200e-04
1.1689e+00	1.9766e+00	-1.5100e-04
1.1703e+00	1.9763e+00	-1.5200e-04
1.1717e+00	1.9760e+00	-1.5200e-04
1.1731e+00	1.9757e+00	-1.5200e-04
1.1744e+00	1.9751e+00	-1.5200e-04
1.1758e+00	1.9751e+00	-1.5200e-04
1.1772e+00	1.9745e+00	-1.5200e-04
1.1786e+00	1.9742e+00	-1.5200e-04
1.1800e+00	1.9738e+00	-1.5100e-04
1.1814e+00	1.9735e+00	-1.5200e-04
1.1828e+00	1.9732e+00	-1.5200e-04
1.1842e+00	1.9729e+00	-1.5200e-04
1.1856e+00	1.9726e+00	-1.5200e-04
1.1869e+00	1.9720e+00	-1.5200e-04
1.1883e+00	1.9717e+00	-1.5100e-04
1.1897e+00	1.9714e+00	-1.5100e-04
1.1911e+00	1.9711e+00	-1.5100e-04
1.1925e+00	1.9707e+00	-1.5200e-04
1.1939e+00	1.9704e+00	-1.5200e-04
1.1953e+00	1.9701e+00	-1.5200e-04
1.1967e+00	1.9698e+00	-1.5200e-04
1.1981e+00	1.9695e+00	-1.5100e-04
1.1994e+00	1.9689e+00	-1.5200e-04
1.2008e+00	1.9686e+00	-1.5200e-04
1.2022e+00	1.9683e+00	-1.5200e-04
1.2036e+00	1.9680e+00	-1.5200e-04
1.2050e+00	1.9676e+00	-1.5200e-04
1.2064e+00	1.9673e+00	-1.5200e-04
1.2078e+00	1.9670e+00	-1.5200e-04
1.2092e+00	1.9667e+00	-1.5100e-04
1.2106e+00	1.9664e+00	-1.5200e-04
1.2119e+00	1.9658e+00	-1.5200e-04
1.2133e+00	1.9655e+00	-1.5200e-04
1.2147e+00	1.9652e+00	-1.5200e-04
1.2161e+00	1.9649e+00	-1.5100e-04
1.2175e+00	1.9645e+00	-1.5200e-04
1.2189e+00	1.9642e+00	-1.5100e-04
1.2203e+00	1.9639e+00	-1.5200e-04
1.2217e+00	1.9633e+00	-1.5200e-04
1.2231e+00	1.9633e+00	-1.5100e-04
1.2244e+00	1.9627e+00	-1.5200e-04
1.2258e+00	1.9627e+00	-1.5200e-04
1.2272e+00	1.9621e+00	-1.5200e-04
1.2286e+00	1.9618e+00	-1.5200e-04
1.2300e+00	1.9614e+00	-1.5200e-04
1.2314e+00	1.9611e+00	-1.5100e-04
1.2328e+00	1.9608e+00	-1.5200e-04
1.2342e+00	1.9605e+00	-1.5100e-04
1.2356e+00	1.9599e+00	-1.5100e-04
1.2369e+00	1.9596e+00	-1.5200e-04
1.2383e+00	1.9596e+00	-1.5200e-04
1.2397e+00	1.9590e+00	-1.5200e-04
1.2411e+00	1.9587e+00	-1.5200e-04
1.2425e+00	1.9583e+00	-1.5200e-04
1.2439e+00	1.9580e+00	-1.5100e-04
1.2453e+00	1.9577e+00	-1.5100e-04
1.2467e+00	1.9574e+00	-1.5200e-04
1.2481e+00	1.9571e+00	-1.5200e-04
1.2494e+00	1.9565e+00	-1.5200e-04
1.2508e+00	1.9565e+00	-1.5100e-04
1.2522e+00	1.9556e+00	-1.5200e-04
1.2536e+00	1.9556e+00	-1.5200e-04
1.2550e+00	1.9549e+00	-1.5200e-04
1.2564e+00	1.9546e+00	-1.5100e-04
1.2578e+00	1.9543e+00	-1.5200e-04
1.2592e+00	1.9540e+00	-1.5200e-04
1.2606e+00	1.9537e+00	-1.5200e-04
1.2619e+00	1.9534e+00	-1.5200e-04
1.2633e+00	1.9531e+00	-1.5200e-04
1.2647e+00	1.9528e+00	-1.5100e-04
1.2661e+00	1.9525e+00	-1.5200e-04
1.2675e+00	1.9518e+00	-1.5200e-04
1.2689e+00	1.9518e+00	-1.5200e-04
1.2703e+00	1.9512e+00	-1.5100e-04
1.2717e+00	1.9509e+00	-1.5200e-04
1.2731e+00	1.9506e+00	-1.5200e-04
1.2744e+00	1.9503e+00	-1.5100e-04
1.2758e+00	1.9500e+00	-1.5200e-04
1.2772e+00	1.9497e+00	-1.5200e-04
1.2786e+00	1.9494e+00	-1.5200e-04
1.2800e+00	1.9490e+00	-1.5100e-04
1.2814e+00	1.9487e+00	-1.5200e-04
1.2828e+00	1.9481e+00	-1.5100e-04
1.2842e+00	1.9481e+00	-1.5200e-04
1.2856e+00	1.9478e+00	-1.5100e-04
1.2869e+00	1.9475e+00	-1.5100e-04
1.2883e+00	1.9469e+00	-1.5200e-04
1.2897e+00	1.9469e+00	-1.5200e-04
1.2911e+00	1.9463e+00	-1.5100e-04
1.2925e+00	1.9459e+00	-1.5200e-04
1.2939e+00	1.9456e+00	-1.5200e-04
1.2953e+00	1.9453e+00	-1.5200e-04
1.2967e+00	1.9450e+00	-1.5200e-04
1.2981e+00	1.9447e+00	-1.5200e-04
1.2994e+00	1.9444e+00	-1.5200e-04
1.3008e+00	1.9441e+00	-1.5100e-04
1.3022e+00	1.9438e+00	-1.5200e-04
1.3036e+00	1.9435e+00	-1.5200e-04
1.3050e+00	1.9432e+00	-1.5200e-04
1.3064e+00	1.9425e+00	-1.5200e-04
1.3078e+00	1.9425e+00	-1.5200e-04
1.3092e+00	1.9422e+00	-1.5200e-04
1.3106e+00	1.9416e+00	-1.5200e-04
1.3119e+00	1.9413e+00	-1.5100e-04
1.3133e+00	1.9413e+00	-1.5200e-04
1.3147e+00	1.9410e+00	-1.5200e-04
1.3161e+00	1.9407e+00	-1.5200e-04
1.3175e+00	1.9401e+00	-1.5200e-04
1.3189e+00	1.9397e+00	-1.5200e-04
1.3203e+00	1.9394e+00	-1.5100e-04
1.3217e+00	1.9391e+00	-1.5200e-04
1.3231e+00	1.9388e+00	-1.5200e-04
1.3244e+00	1.9385e+00	-1.5200e-04
1.3258e+00	1.9382e+00	-1.5200e-04
1.3272e+00	1.9379e+00	-1.5100e-04
1.3286e+00	1.9376e+00	-1.5200e-04
1.3300e+00	1.9373e+00	-1.5200e-04
1.3314e+00	1.9370e+00	-1.5100e-04
1.3328e+00	1.9366e+00	-1.5200e-04
1.3342e+00	1.9363e+00	-1.5100e-04
1.3356e+00	1.9360e+00	-1.5200e-04
1.3369e+00	1.9354e+00	-1.5200e-04
1.3383e+00	1.9348e+00	-1.5200e-04
1.3397e+00	1.9348e+00	-1.5200e-04
1.3411e+00	1.9342e+00	-1.5200e-04
1.3425e+00	1.9339e+00	-1.5200e-04
1.3439e+00	1.9335e+00	-1.5200e-04
1.3453e+00	1.9335e+00	-1.5200e-04
1.3467e+00	1.9329e+00	-1.5200e-04
1.3481e+00	1.9326e+00	-1.5200e-04
1.3494e+00	1.9323e+00	-1.5200e-04
1.3508e+00	1.9320e+00	-1.5100e-04
1.3522e+00	1.9317e+00	-1.5100e-04
1.3536e+00	1.9314e+00	-1.5200e-04
1.3550e+00	1.9311e+00	-1.5200e-04
1.3564e+00	1.9308e+00	-1.5200e-04
1.3578e+00	1.9304e+00	-1.5200e-04
1.3592e+00	1.9301e+00	-1.5100e-04
1.3606e+00	1.9298e+00	-1.5100e-04
1.3619e+00	1.9295e+00	-1.5200e-04
1.3633e+00	1.9292e+00	-1.5100e-04
1.3647e+00	1.9289e+00	-1.5200e-04
1.3661e+00	1.9286e+00	-1.5200e-04
1.3675e+00	1.9283e+00	-1.5200e-04
1.3689e+00	1.9280e+00	-1.5100e-04
1.3703e+00	1.9277e+00	-1.5200e-04
1.3717e+00	1.9273e+00	-1.5200e-04
1.3731e+00	1.9270e+00	-1.5100e-04
1.3744e+00	1.9267e+00	-1.5200e-04
1.3758e+00	1.9264e+00	-1.5200e-04
1.3772e+00	1.9261e+00	-1.5200e-04
1.3786e+00	1.9258e+00	-1.5200e-04
1.3800e+00	1.9255e+00	-1.5100e-04
1.3814e+00	1.9252e+00	-1.5200e-04
1.3828e+00	1.9249e+00	-1.5100e-04
1.3842e+00	1.9246e+00	-1.5200e-04
1.3856e+00	1.9242e+00	-1.5200e-04
1.3869e+00	1.9239e+00	-1.5200e-04
1.3883e+00	1.9236e+00	-1.5200e-04
1.3897e+00	1.9230e+00	-1.5200e-04
1.3911e+00	1.9230e+00	-1.5200e-04
1.3925e+00	1.9227e+00	-1.5200e-04
1.3939e+00	1.9224e+00	-1.5200e-04
1.3953e+00	1.9221e+00	-1.5100e-04
1.3967e+00	1.9218e+00	-1.5100e-04
1.3981e+00	1.9211e+00	-1.5200e-04
1.3994e+00	1.9211e+00	-1.5100e-04
1.4008e+00	1.9208e+00	-1.5200e-04
1.4022e+00	1.9205e+00	-1.5200e-04
1.4036e+00	1.9202e+00	-1.5200e-04
1.4050e+00	1.9196e+00	-1.5200e-04
1.4064e+00	1.9193e+00	-1.5200e-04
1.4078e+00	1.9193e+00	-1.5200e-04
1.4092e+00	1.9190e+00	-1.5100e-04
1.4106e+00	1.9187e+00	-1.5200e-04
1.4119e+00	1.9184e+00	-1.5200e-04
1.4133e+00	1.9180e+00	-1.5200e-04
1.4147e+00	1.9174e+00	-1.5200e-04
1.4161e+00	1.9174e+00	-1.5200e-04
1.4175e+00	1.9168e+00	-1.5200e-04
1.4189e+00	1.9168e+00	-1.5200e-04
1.4203e+00	1.9162e+00	-1.5200e-04
1.4217e+00	1.9162e+00	-1.5200e-04
1.4231e+00	1.9156e+00	-1.5200e-04
1.4244e+00	1.9156e+00	-1.5200e-04
1.4258e+00	1.9146e+00	-1.5200e-04
1.4272e+00	1.9146e+00	-1.5200e-04
1.4286e+00	1.9143e+00	-1.5100e-04
1.4300e+00	1.9140e+00	-1.5100e-04
1.4314e+00	1.9134e+00	-1.5200e-04
1.4328e+00	1.9134e+00	-1.5100e-04
1.4342e+00	1.9128e+00	-1.5100e-04
1.4356e+00	1.9128e+00	-1.5200e-04
1.4369e+00	1.9125e+00	-1.5200e-04
1.4383e+00	1.9122e+00	-1.5200e-04
1.4397e+00	1.9118e+00	-1.5200e-04
1.4411e+00	1.9115e+00	-1.5200e-04
1.4425e+00	1.9112e+00	-1.5200e-04
1.4439e+00	1.9109e+00	-1.5100e-04
1.4453e+00	1.9106e+00	-1.5200e-04
1.4467e+00	1.9103e+00	-1.5200e-04
1.4481e+00	1.9100e+00	-1.5100e-04
1.4494e+00	1.9097e+00	-1.5100e-04
1.4508e+00	1.9094e+00	-1.5200e-04
1.4522e+00	1.9091e+00	-1.5200e-04
1.4536e+00	1.9087e+00	-1.5200e-04
1.4550e+00	1.9084e+00	-1.5200e-04
1.4564e+00	1.9081e+00	-1.5200e-04
1.4578e+00	1.9078e+00	-1.5200e-04
1.4592e+00	1.9075e+00	-1.5200e-04
1.4606e+00	1.9072e+00	-1.5200e-04
1.4619e+00	1.9069e+00	-1.5100e-04
1.4633e+00	1.9066e+00	-1.5200e-04
1.4647e+00	1.9063e+00	-1.5200e-04
1.4661e+00	1.9060e+00	-1.5200e-04
1.4675e+00	1.9056e+00	-1.5200e-04
1.4689e+00	1.9053e+00	-1.5200e-04
1.4703e+00	1.9050e+00	-1.5200e-04
1.4717e+00	1.9047e+00	-1.5200e-04
1.4731e+00	1.9044e+00	-1.5100e-04
1.4744e+00	1.9041e+00	-1.5200e-04
1.4758e+00	1.9041e+00	-1.5200e-04
1.4772e+00	1.9035e+00	-1.5200e-04
1.4786e+00	1.9035e+00	-1.5200e-04
1.4800e+00	1.9029e+00	-1.5100e-04
1.4814e+00	1.9029e+00	-1.5200e-04
1.4828e+00	1.9022e+00	-1.5100e-04
1.4842e+00	1.9022e+00	-1.5200e-04
1.4856e+00	1.9019e+00	-1.5200e-04
1.4869e+00	1.9016e+00	-1.5100e-04
1.4883e+00	1.9013e+00	-1.5200e-04
1.4897e+00	1.9010e+00	-1.5200e-04
1.4911e+00	1.9007e+00	-1.5200e-04
1.4925e+00	1.9004e+00	-1.5200e-04
1.4939e+00	1.9001e+00	-1.5200e-04
1.4953e+00	1.8998e+00	-1.5200e-04
1.4967e+00	1.8994e+00	-1.5200e-04
1.4981e+00	1.8991e+00	-1.5100e-04
1.4994e+00	1.8988e+00	-1.5200e-04
1.5008e+00	1.8985e+00	-1.5200e-04
1.5022e+00	1.8982e+00	-1.5200e-04
1.5036e+00	1.8979e+00	-1.5200e-04
1.5050e+00	1.8976e+00	-1.5100e-04
1.5064e+00	1.8973e+00	-1.5200e-04
1.5078e+00	1.8973e+00	-1.5200e-04
1.5092e+00	1.8967e+00	-1.5200e-04
1.5106e+00	1.8967e+00	-1.5100e-04
1.5119e+00	1.8960e+00	-1.5200e-04
1.5133e+00	1.8960e+00	-1.5200e-04
1.5147e+00	1.8957e+00	-1.5200e-04
1.5161e+00	1.8954e+00	-1.5200e-04
1.5175e+00	1.8951e+00	-1.5200e-04
1.5189e+00	1.8948e+00	-1.5200e-04
1.5203e+00	1.8945e+00	-1.5100e-04
1.5217e+00	1.8939e+00	-1.5200e-04
1.5231e+00	1.8936e+00	-1.5200e-04
1.5244e+00	1.8932e+00	-1.5200e-04
1.5258e+00	1.8929e+00	-1.5100e-04
1.5272e+00	1.8926e+00	-1.5200e-04
1.5286e+00	1.8926e+00	-1.5200e-04
1.5300e+00	1.8920e+00	-1.5100e-04
1.5314e+00	1.8920e+00	-1.5200e-04
1.5328e+00	1.8917e+00	-1.5200e-04
1.5342e+00	1.8914e+00	-1.5200e-04
1.5356e+00	1.8911e+00	-1.5200e-04
1.5369e+00	1.8908e+00	-1.5100e-04
1.5383e+00	1.8905e+00	-1.5200e-04
1.5397e+00	1.8901e+00	-1.5100e-04
1.5411e+00	1.8898e+00	-1.5200e-04
1.5425e+00	1.8895e+00	-1.5100e-04
1.5439e+00	1.8895e+00	-1.5200e-04
1.5453e+00	1.8889e+00	-1.5200e-04
1.5467e+00	1.8889e+00	-1.5100e-04
1.5481e+00	1.8886e+00	-1.5200e-04
1.5494e+00	1.8883e+00	-1.5200e-04
1.5508e+00	1.8880e+00	-1.5200e-04
